ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,UniqueIDPriorSystem,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone1Type,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone2Type,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone3Type,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone4Type,Phone5Number,Phone5Name,Phone5Description,Phone5IsPrivate,Phone5Type,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,AvailabilityPeriod,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers,HighlightedResource,LastVerifiedOn,LastVerifiedByName,LastVerifiedByTitle,LastVerifiedByPhoneNumber,LastVerifiedByEmailAddress,LastVerificationApprovedBy,AvailableForDirectory,AvailableForReferral,AvailableForResearch,PreferredProvider,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,CurrentWorkflowStepCode,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_rqa,Max Of rowid,Tax
10595850,SAN FRANCISCO PUBLIC LIBRARY INGLESIDE BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY INGLESIDE BRANCH,0,,Agency11668,,,,,,,United States,,1298 Ocean Avenue,,San Francisco,San Francisco,CA,94112,United States,,,,,,,,,37.720114,-122.440383,,415-355-2898,Main,,,,,,,,,,,,,,,,,,,,,,,,415-337-4803,,,,,,,,,,,,,,,,,,,,,ingmgr@sfpl.org,www.sfpl.org,Active,City and County,Provides general library services and resources in the Ingleside area,10595850,,,,,,,,,,Wen-Chin Chen,Branch Manager,wchen@sfpl.org,,,,,,,,,,,,,,Government - City,County; City;,No,No,Building entrance accessible; Restroom accessible;,,"Muni- K Ingleside, 8BX Bayshore, 8x Bayshore, K Owl, 29 Sunset, 49 Mission, 91 Owl",,,,,,,,,,,,,,,,,,10/15/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17199,Videotape/DVD Collections
10595912,SAN FRANCISCO PUBLIC LIBRARY MARINA BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY MARINA BRANCH,0,,Agency11766,,,,,,,United States,,1890 Chesnut Street,,San Francisco,San Francisco,CA,94123,United States,,,,,,,,,37.800078,-122.434904,,415-355-2823,Main,,,,,,,,,,,,,,,,,,,,,,,,415-335-5723,,,,,,,,,,,,,,,,,,,,,marmgr@sfpl.org,www.sfpl.org,Active,City and County,Provides general library services and resources in the Marina District,10595912,,,,,,,,,,Valentin Porras,Branch Manager,vporras@sfpl.org,,,,,,,,,,,,,,Government - City,City; County; State; Grants;,No,No,Building entrance accessible; Restroom accessible;,,"Muni-  22 Fillmore, 28 19th Avenue, 30X Marina Exp, 30 Stockton, 43 Masonic, 91 Owl",,,,,,,,,,,,,,,,,,11/22/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17207,Chinese Community
10595922,SAN FRANCISCO PUBLIC LIBRARY MISSION BAY BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY MISSION BAY BRANCH,0,,Agency11780,,,,,,,United States,,960 4th Street,,San Francisco,San Francisco,CA,94158,United States,,,,,,,,,37.7587,-122.3951,,415-355-2838,Main,,,,,,,,,,,,,,,,,,,,,,,,415-947-0734,,,,,,,,,,,,,,,,,,,,,mbamgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Mission Bay area,10595922,,,,,,,,,,Regan Gong,Branch Manager,rgong@sfpl.org,,,,,,,,,,,,,,Government - City,County; State; City; Grants;,Yes,No,Building entrance accessible; Restroom accessible;,,"Muni- N Judah, K Ingleside, 10 Townsend, 30 Stockton, 45 Union, 47 Van Ness, 80X Gateway EXP, 81X Caltrain Exp, 82X Levi Plaza, 91 Owl",,,,,,,,,,,,,,,,,,11/23/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17219,Hispanic/Latino Community
10595914,SAN FRANCISCO PUBLIC LIBRARY MISSION BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY MISSION BRANCH,0,,Agency11769,,,,,,,United States,,300 Bartlett,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,,415-355-2800,Main,,,,,,,,,,,,,,,,,,,,,,,,414-594-7073,,,,,,,,,,,,,,,,,,,,,mismgr@sfpl.org,www.sfpl.org,Active,City and County,Provides general library services and resources in the Mission District,10595914,,,,,,,,,,Isabel Delgadillo,Branch Manager,idelgadillo@sfpl.org,,,Laura Tarango,Branch Manager,ltarango@sfpl.org,,,,,,,,,Government - City,City; County; State; Grants;,No,No,Building entrance accessible; Restroom accessible;,,"BART- 24th Mission; Muni- 12 Pacific, 14 Mission, 14L Mission, 27 Bryant, 48 Quintara, 49 Mission, 67 Bernal Heights",,,,,,,,,,,,,,,,,,11/22/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17229,Hispanic/Latino Community
10595926,SAN FRANCISCO PUBLIC LIBRARY NOE VALLEY BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY NOE VALLEY BRANCH,0,,Agency11784,,,,,,,United States,,451 Jersey Street,,San Francisco,San Francisco,CA,94114,United States,,,,,,,,,37.758232,-122.436161,,415-355-5707,Main,,,,,,,,,,,,,,,,,,,,,,,,415-642-4267,,,,,,,,,,,,,,,,,,,,,nvamgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Noe Valley area,10595926,,,,,,,,,,Alice McCloud,Branch Manager,amccloud@sfpl.org,,,,,,,,,,,,,,Government - City,State; Grants; County; City;,No,No,Building entrance accessible; Restroom accessible;,,"Muni- 24 Divisadero, 35 Eureka, 48 Quintara",,,,,,,,,,,,,,,,,,11/23/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17236,Videotape/DVD Collections
10595932,SAN FRANCISCO PUBLIC LIBRARY NORTH BEACH BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY NORTH BEACH BRANCH,0,,Agency11790,,,,,,,United States,,661 Lombard Street,,San Francisco,San Francisco,CA,94133,United States,,,,,,,,,37.800497,-122.409117,,415-355-5626,Main,,,,,,,,,,,,,,,,,,,,,,,,415-772-8251,,,,,,,,,,,,,,,,,,,,,nbemgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the North Beach district,10595932,,,,,,,,,,Robert Carlson,Branch Manager,rcarlson@sfpl.org,,,,,,,,,,,,,,Government - City,County; State; Grants; City;,No,No,Building entrance accessible; Restroom accessible;,,"Muni- Powell-Mason, Powell-Hyde, 8AX Bayshore, 8BX Bayshore, 12 Folsom, 30 Stockton",,,,,,,,,,,,,,,,,,11/23/10,3/30/11,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17242,Videotape/DVD Collections
10595953,SAN FRANCISCO PUBLIC LIBRARY OCEAN VIEW BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY OCEAN VIEW BRANCH,0,,Agency11800,,,,,,,United States,,345 Randolph Street,,San Francisco,San Francisco,CA,94132,United States,,,,,,,,,37.723071,-122.478381,,415-355-5615,Main,,,,,,,,,,,,,,,,,,,,,,,,415-452-8584,,,,,,,,,,,,,,,,,,,,,ovimgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Ocean View area,10595953,,,,,,,,,,Marjorie Brean,Branch Manager,mbrean@sfpl.org,,,,,,,,,,,,,,Government - City,City; Grants; County; State;,No,No,Building entrance accessible; Restroom accessible;,,Muni- M Ocean View,,,,,,,,,,,,,,,,,,11/24/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17251,Chinese Community
10595961,SAN FRANCISCO PUBLIC LIBRARY ORTEGA BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY ORTEGA BRANCH,0,,Agency11810,,,,,,,United States,,3223 Ortega Street,,San Francisco,San Francisco,CA,94122,United States,,,,,,,,,37.761523,-122.480944,,415-504-6053,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ortmgr@sfpl.org,www.sflpl.org,Active,City and County,Provides library services and resources in the Sunset area,10595961,,,,,,,,,,Tifanny Lac,Branch Manager,tlac@sfpl.org,,,,,,,,,,,,,,Government - City,City; County; State; Fees; Grants;,No,No,Restroom accessible; Building entrance accessible;,,"Muni- 16X Noriega, 29 Sunset, 71 Haight-Noriega, 71L Haight",,,,,,,,,,,,,,,,,,11/24/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17265,Russian Community
10596358,SAN FRANCISCO PUBLIC LIBRARY ORTEGA BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY ORTEGA BRANCH,0,,Agency12357,,,,,,,United States,,3223 Ortega Street,,San Francisco,San Francisco,CA,94122,United States,,,,,,,,,37.761523,-122.480944,,415-355-5700,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ortmgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Sunset Neighborhood,10596358,,,,,,,,,,,,,,,,,,,,,,,,,,Government - City,City; County;,No,No,Restroom accessible; Building entrance accessible;,,"MUNI- 16X Noriega Express, 71L Haight-Noriega, 29 Sunset",,,,,,,,,,,,,,,,,,9/6/11,9/16/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17261,Videotape/DVD Collections
10595983,SAN FRANCISCO PUBLIC LIBRARY PARKSIDE BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY PARKSIDE BRANCH,0,,Agency11837,,,,,,,United States,No,1200 Taraval Street,,San Francisco,San Francisco,CA,94116,United States,No,,,,,CA,,United States,37.744303,-122.482485,,415-355-5770,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-682-9642,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,psimgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Parkside area,10595983,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Pat Dimmick,Branch Manager,pdimmick@sfpl.org,,,No,,None or unknown,,,,None or unknown,City; County; Fees; Grants;,No,No,Restroom accessible; Special parking; Building entrance accessible;,,"Muni- 28 19th Avenue, 28L 19th Avenue, 91 Owl",,,,,,,,,,,,,,,,,,12/3/10,2/26/14,,,,FALSE,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17275,Chinese Community
10595987,SAN FRANCISCO PUBLIC LIBRARY PORTOLA BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY PORTOLA BRANCH,0,,Agency11841,,,,,,,United States,,380 Bacon Street,,San Francisco,San Francisco,CA,94134,United States,,,,,,,,,37.720541,-122.408801,,415-355-5660,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pormgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Portola area,10595987,,,,,,,,,,Irene Lee,Branch Manager,ilee@sfpl.org,,,,,,,,,,,,,,Government - City,County; Fees; Grants; City;,No,No,Building entrance accessible; Restroom accessible;,,"Muni- 8AX Bayshore, 8X Bayshore Exp, 9L San Bruno, 9 San Bruno, 54 Felton, 90 San Bruno Owl",,,,,,,,,,,,,,,,,,12/7/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17281,Videotape/DVD Collections
10595989,SAN FRANCISCO PUBLIC LIBRARY POTRERO BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY POTRERO BRANCH,0,,Agency11843,,,,,,,United States,,1616 20th Street,,San Francisco,San Francisco,CA,94107,United States,,,,,,,,,37.7757,-122.3952,,415-355-2822,Main,,,,,,,,,,,,,,,,,,,,,,,,415-567-1580,,,,,,,,,,,,,,,,,,,,,potmgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Potrero Hill area,10595989,,,,,,,,,,Lia Hillman,Branch Manager,lhillman@sfpl.org,,,,,,,,,,,,,,Government - City,Grants; City; County;,No,No,Building entrance accessible; Restroom accessible;,,"Muni- 10 Townsend, 19 Polk, 22 Fillmore",,,,,,,,,,,,,,,,,,12/7/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17289,Families
10595991,SAN FRANCISCO PUBLIC LIBRARY RICHMOND BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY RICHMOND BRANCH,0,,Agency11845,,,,,,,United States,,351 9th Avenue,,San Francisco,San Francisco,CA,94118,United States,,,,,,,,,37.781735,-122.459432,,415-355-5600,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ricmgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Richmond area,10595991,,,,,,,,,,Terry Carlson,Branch Manager,twilliams@sfpl.org,,,Shelley Sorenson,Branch Manager,ssorenson@sfpl.org,,,,,,,,,Government - City,City; County; State; Grants;,No,No,Building entrance accessible; Restroom accessible;,,"Muni- 1 California, 1AX California, 2 Clement, 31AX Balboa, 38 Geary, 38L Geary, 38BX Geary, 44 O'Shaughnessy",,,,,,,,,,,,,,,,,,12/8/10,12/30/10,,,,,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17303,Russian Community
10595993,SAN FRANCISCO PUBLIC LIBRARY SUNSET BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY SUNSET BRANCH,0,,Agency11847,,,,,,,United States,No,1305 18th Avenue,,San Francisco,San Francisco,CA,94122,United States,No,,,,,CA,,United States,37.761523,-122.480944,,415-355-2808,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-753-7002,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,sunmgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Sunset area,10595993,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ms. Wing Chan,Branch Manager,wchan@sfpl.org,,No,Kathleen Keeler,Contact Person,kkeeler@sfpl.org,,,No,,None or unknown,,,,Government - City,City; Grants; Fees; County; State;,No,No,Building entrance accessible; Restroom accessible;,,"Muni- N Judah, 16X Noriega Exp, 28L 19th Avenue, 28 19th Avenue, 29 Sunset,  71L Haight Noriega, 91 Owl",,,,,,,,,,,,,,,,,,12/8/10,3/12/13,,,,FALSE,3/12/13,,,,,Kate Goyette,,,,0,,,en,,,,,,,,,,17317,Russian Community
10596003,SAN FRANCISCO PUBLIC LIBRARY VISITATION VALLEY BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY VISITATION VALLEY BRANCH,0,,Agency11857,,,,,,,United States,No,201 Leland Avenue,,San Francisco,San Francisco,CA,94134,United States,No,,,,,CA,,United States,37.720541,-122.408801,,415-355-2848,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-334-1441,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,vvamgr@sfpl.org,www.sfpl.orf,Active,City and County,Provides library services and resources in the Visitation Valley area,10596003,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lise Braden,Branch Manager,lbraden@sfpl.org,,No,,,,,,No,,None or unknown,,,,Government - City,County; City;,No,No,Restroom accessible; Building entrance accessible;,,"Muni- 8AX Bayshore, 8X Bayshore, 8BX Bayshore, 9L San Bruno, 9 San Bruno, 56 Ruthland, 90 San Bruno Owl",,,,,,,,,,,,,,,,,,12/9/10,3/19/13,,,,FALSE,10/19/12,,,,,Kate Goyette,,,,0,,,en,,,,,,,,,,17323,Chinese Community
10596029,SAN FRANCISCO PUBLIC LIBRARY WEST PORTAL BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY WEST PORTAL BRANCH,0,,Agency11886,,,,,,,United States,,190 Lenox Way,,San Francisco,San Francisco,CA,94127,United States,,,,,,,,,37.735398,-122.458115,,415-335-2886,Main,,,,,,,,,,,,,,,,,,,,,,,,415-753-7034,,,,,,,,,,,,,,,,,,,,,wpomgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the West Portal area,10596029,,,,,,,,,,Terry Carlson,Branch Manager,tcarlson@sfpl.org,,,Melissa Riley,Librarian,mriley@sfpl.org,,,,,,,,,Government - City,City; County; State; Fees; Grants;,No,No,Building entrance accessible; First floor only accessible; Restroom accessible;,,"Muni: K Ingleside, L Taraval, M Ocean View, 17 Parkmerced, 48 Quintara-24th Street",,,,,,,,,,,,,,,,,,12/14/10,5/22/12,,,,,5/4/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17335,Russian Community
10596027,SAN FRANCISCO PUBLIC LIBRARY WESTERN ADDITION BRANCH,,,Agency,SAN FRANCISCO PUBLIC LIBRARY WESTERN ADDITION BRANCH,0,,Agency11884,,,,,,,United States,No,1550 Scott Street,,San Francisco,San Francisco,CA,94115,United States,No,,,,,CA,,United States,37.785588,-122.435657,,415-335-5727,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-292-7511,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,wsamgr@sfpl.org,www.sfpl.org,Active,City and County,Provides library services and resources in the Western Addition area,10596027,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Linda Suzuki,Branch Manager,lsuzuki@sfpl.org,,,No,,None or unknown,,,,None or unknown,City; County; State; Fees; Grants;,No,No,Building entrance accessible; Restroom accessible; First floor only accessible;,,"Muni- 2 Clement, 24 Divisadero, 31 Balboa, 38 Geary, 38L Geary",,,,,,,,,,,,,,,,,,12/14/10,2/26/14,,,,FALSE,12/13/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17344,Japanese Community
10595873,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,,,Agency,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,0,,Agency11715,,PO Box 7369,,San Francisco,CA,941207369,United States,,"1155 Market Street, Second Floor",,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,415-551-3000,Customer Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@sfwater.org,www.sfwater.org/detail.cfm/MC_ID/21/MSC_ID/151/C_ID/5210/Keyword/CAP,Active,City and County,"Provides water, wastewater, and municipal power services to San Francisco as well as a discount program for low income residential customers",10595873,,,,,,,,,,Francesca Vietor,President,mhoush@sfwater.org,415-554-3163,,Mike Housh,Commission Secretary,mhoush@sfwater.org,415-554-3163,,,,,,,,Government - City,Fees; City; County;,No,No,Not necessary for service;,,Not necessary for service,,,,,,,,,,,,,,,,,,11/5/10,12/7/12,,,,,5/25/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17345,Discounted Utility Services
10597864,SAN FRANCISCO RECREATION AND PARK DEPARTMENT,,,Agency,SAN FRANCISCO RECREATION AND PARK DEPARTMENT,0,,Agency2467,,,,,,,United States,,501 Stanyan Street,,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,,415-831-6800,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sfreconline@sfgov.org,www.sfreconline.org,Active,City and County,"Administers and maintains parks, playgrounds, open spaces, nine aquatic centers and twenty five multipurpose recreation centers throughout San Francisco",10597864,,,,,,,,,,Philip Ginsburg,General Manager,,415-831-2701,,Dennis Kern,Director of Operations,,,,,,,,,,Government - City,Fees; Donations; Grants; City; County;,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,"McLaren Lodge, Golden Gate Park","MUNI - 5 Fulton, 21 Hayes, 33 Stanyan",,,,,,,,,,,,,,,,,,3/3/86,3/16/12,,Please logon website: www.sfreconline.org for summer camp detail.,,,8/11/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17358,Meeting Space
10597866,SAN FRANCISCO RESCUE MISSION,,,Agency,SAN FRANCISCO RESCUE MISSION,0,,Agency2472,,,,,,,United States,No,140 Turk Street,,San Francisco,San Francisco,CA,94102,United States,No,,,,,CA,,United States,37.779805,-122.417362,,415-441-1628,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@sfcityimpact.com,www.sf911.com,Active,Nonprofit (501(c)(3)),Provides a food pantry and children's program to San Francisco residents primarily living in the Tenderloin District and accepts donations,10597866,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Roger Huang,Executive Director,roger@sf911.com,415-292-0132,No,Melissa Toomey,Program Coordinator,melissa@sfcityimpact.com,251-455-5256 (cell phone),,Yes,,None or unknown,,,,Nonprofit - Incorporated,Donations; Grants;,Yes,No,All floors accessible; Building entrance accessible; Restroom accessible;,,"MUNI - 27 Bryant, 31 Balboa",,,,,,,,,,,,,,,,,,5/8/00,8/22/13,,Agency is part of City Impact.,,FALSE,8/22/13,Melissa Toomey,Program Coordinator,251-455-5256 (cell phone),melissa@sfcityimpact.com,Kate Goyette,,,,0,,,en,,,,,,,,,,17368,Specialized Information and Referral
10597868,"SAN FRANCISCO SAFE, INC.",,,Agency,"SAN FRANCISCO SAFE, INC.",0,,Agency2474,,,,,,,United States,,850 Bryant Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,415-553-1984,Main,,,,,,,,,,,,,,,,,,,,,,,,415-553-1967,,,,,,,,,,,,,,,,,,,,,info@sfsafe.org,www.sfsafe.org,Active,Nonprofit (501(c)(3)),"A community crime prevention and public safety organization that works in cooperation with the San Francisco Police Department and other city agencies to make San Francisco a safer place to live, work and play",10597868,,,,,,,,,,Cindy Brandon,Executive Director,cindy@sfsafe.org,415-553-1981,,Irina Chatsova,Program Director,irina@sfsafe.org,415-553-1982,,,,,,,,Nonprofit - Incorporated,Independent Fund Raising; Grants; Donations; County; City; Fees;,No,No,Not necessary for service,"Hall Of Justice, Room 135",Not necessary for service,,,,,,,,,,,,,,,,,,3/3/86,9/19/11,,,,,9/19/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17380,Safety Issues
10602230,SAN FRANCISCO SCHOOL ALLIANCE,,,Agency,SAN FRANCISCO SCHOOL ALLIANCE,0,,Agency7533,,,,,CA,,United States,No,"131 Steuart Street, Suite 501",,San Francisco,San Francisco,CA,94105,United States,No,,,,,CA,,United States,37.788462,-122.394608,,415-857-9650,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-857-9699,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@sfschoolalliance.org,www.sfschoolalliance.org,Active,Nonprofit (501(c)(3)),"Partners with school district leaders to develop strategic initiatives and to engage parents, businesses, community members, philanthropic and higher education leaders to prepare each student for college, career, and citizenship in the 21st century",10602230,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Terry Bergeson,Executive Director,tbergeson@sfschoolalliance.org,415-955-5793,No,Tara Sumanaseni,Fiscal Sponsor Program Manager,tsumanaseni@sfschoolalliance.org,,,No,,None or unknown,,,,Nonprofit - Incorporated,Donations; Independent Fund Raising; United Way;,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,,"MUNI - F Market, 2 Clement, 7 Haight, 9 San Bruno, 14 Mission, 21 Hayes, 31 Balboa, 71 Haight-Noriega",,,,,,,,,,,,,,,,,,4/22/10,7/23/13,,,,FALSE,7/23/13,Tara Sumanaseni,Fiscal Sponsor Program Manager,4158579657,tsumanaseni@sfschoolalliance.org,Kate Goyette,,,,0,,,en,,,,,,,,,,17384,Education Issues
10597870,SAN FRANCISCO SCHOOL VOLUNTEERS,,,Agency,SAN FRANCISCO SCHOOL VOLUNTEERS,0,,Agency2476,,,,,,,United States,,"601 McAllister Street, 1st Floor",,San Francisco,San Francisco,CA,941023111,United States,,,,,,,,,37.779805,-122.417362,,415-749-3700,Main,,,,,,,,,,,,,,,,,,,,,,,,415-749-3780,,,,,,,,,,,,,,,,,,,,,sfsvmail@sfsv.org,www.sfsv.org,Inactive,Nonprofit (501(c)(3)),"Recruits, trains, and places volunteers to assist in the San Francisco public school system",10597870,,,,,,,,,,Lisa Spinali,Executive Director,,,,Warren Ward,Office Manager,,,,,,,,,,Nonprofit - Incorporated,Donations; Grants;,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible; Special arrangements can be made;,,"MUNI - 5 Fulton, 47 Van Ness, 49 Van Ness/Mission",,,,,,,,,,,,,,,,,,12/29/10,11/22/10,,11/22/2010 Merged with San Francisco Education Fund in 2009. Inactive pending deletion -ZD,,,10/10/06,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,17393,Tutoring Volunteer Opportunities
